Date,Open,High,Low,Close,Adj Close,Volume
2019-06-21,36.779999,37.396667,36.753334,37.043331,34.337391,39535800
2019-06-24,37.163334,37.406666,37.009998,37.080002,34.371380,18098400
2019-06-25,36.959999,37.143333,36.799999,36.906666,34.210712,18315000
2019-06-26,36.950001,37.026669,36.700001,36.720001,34.037678,12485100
2019-06-27,36.686668,36.836666,36.286667,36.700001,34.019138,16443900
2019-06-28,36.849998,37.169998,36.746666,36.830002,34.139637,19520100
2019-07-01,37.099998,37.323334,36.673332,36.873333,34.179813,16544100
2019-07-02,36.943333,37.203335,36.779999,37.200001,34.482613,12188700
2019-07-03,37.060001,37.466667,37.000000,37.439999,34.705086,9621900
2019-07-05,37.333332,37.413334,37.070000,37.326668,34.600029,10738200
2019-07-08,37.306667,37.643333,37.233334,37.573334,34.828678,14147100
2019-07-09,37.630001,37.793331,37.533333,37.626667,34.878105,16270200
2019-07-10,37.706669,37.869999,37.463333,37.660000,34.909012,13737000
2019-07-11,37.779999,37.980000,37.673332,37.973331,35.199455,11689800
2019-07-12,38.029999,38.256668,37.873333,38.200001,35.409565,11229900
2019-07-15,38.223331,38.360001,38.150002,38.326668,35.526981,10038000
2019-07-16,38.443333,38.496666,38.013332,38.253334,35.459003,10464600
2019-07-17,38.270000,38.389999,38.066666,38.200001,35.409565,8065500
2019-07-18,38.116669,38.259998,37.913334,38.240002,35.446644,9670800
2019-07-19,38.333332,38.436668,37.953335,37.966667,35.193283,11388900
2019-07-22,38.033333,38.113335,37.439999,37.606667,34.859581,13550700
2019-07-23,37.706669,37.733334,37.189999,37.363335,34.634018,17262600
2019-07-24,37.343334,37.596668,37.189999,37.333332,34.606197,12531900
2019-07-25,37.393333,37.463333,37.220001,37.406666,34.674183,11554500
2019-07-26,37.373333,37.779999,37.273335,37.673332,34.921368,14187000
2019-07-29,37.613335,37.660000,37.253334,37.423332,34.689632,11239800
2019-07-30,37.353333,37.466667,37.223331,37.353333,34.624748,9105600
2019-07-31,37.303333,37.446667,36.543331,36.793331,34.105659,18633900
2019-08-01,36.773335,37.389999,36.439999,36.459999,33.796673,22365000
2019-08-02,36.580002,36.713333,36.049999,36.466667,33.802856,16970100
2019-08-05,36.000000,36.000000,35.196667,35.273335,32.696686,22710000
2019-08-06,35.396667,35.946667,35.196667,35.756668,33.144718,21049200
2019-08-07,35.673332,36.213333,35.306667,36.066666,33.432072,21835500
2019-08-08,36.003334,36.279999,35.923332,36.173332,33.695995,13123200
2019-08-09,36.020000,36.153332,35.570000,35.759998,33.310974,12580500
2019-08-12,35.573334,35.613335,34.946667,35.073334,32.671333,17605200
2019-08-13,35.083332,36.036667,34.950001,35.803333,33.351337,20025900
2019-08-14,35.160000,36.020000,35.046665,35.400002,32.975624,27938400
2019-08-15,37.509998,37.880001,36.720001,37.563332,34.990807,59438700
2019-08-16,38.026669,38.310001,37.353333,37.663334,35.083961,32895600
2019-08-19,38.116669,38.259998,37.866669,37.936668,35.338573,21534300
2019-08-20,37.953335,38.013332,37.336666,37.349998,34.792084,18336900
2019-08-21,37.993332,38.023335,37.293331,37.340000,34.782772,24469200
2019-08-22,37.400002,37.596668,37.116669,37.303333,34.748611,17986200
2019-08-23,37.206669,37.303333,36.709999,36.943333,34.413261,18710100
2019-08-26,37.186668,37.423332,37.073334,37.330002,34.773457,17807100
2019-08-27,37.473331,37.603333,37.169998,37.473331,34.906963,17201100
2019-08-28,37.426666,37.693333,37.226665,37.573334,35.000114,16113000
2019-08-29,38.066666,38.196667,37.770000,38.026669,35.422401,15811500
2019-08-30,38.333332,38.459999,37.966667,38.086666,35.478298,17115900
2019-09-03,37.893333,38.436668,37.830002,38.213333,35.596291,17828100
2019-09-04,38.563332,38.653332,38.273335,38.636665,35.990631,17348700
2019-09-05,39.223331,39.320000,38.423332,38.480000,35.844688,17479200
2019-09-06,38.480000,38.583332,38.206669,38.243332,35.624237,13039200
2019-09-09,38.166668,38.869999,38.133331,38.776669,36.121048,17921100
2019-09-10,38.663334,38.986668,38.493332,38.683334,36.034100,14572200
2019-09-11,38.666668,38.900002,38.406666,38.673332,36.024792,15852300
2019-09-12,38.883331,39.023335,38.633331,38.973331,36.304241,13422900
2019-09-13,39.053333,39.396667,38.983334,39.143333,36.462597,16915800
2019-09-16,38.846668,39.056667,38.459999,38.523335,35.885067,18270900
2019-09-17,38.439999,38.896667,38.416668,38.836666,36.176937,13813500
2019-09-18,38.970001,39.076668,38.726665,39.053333,36.378757,11868000
2019-09-19,39.133331,39.270000,38.923332,39.036667,36.363235,10141800
2019-09-20,39.116669,39.213333,38.933334,38.993332,36.322876,33997200
2019-09-23,38.869999,39.470001,38.853333,39.206669,36.521595,15487500
2019-09-24,39.416668,39.953335,39.336666,39.466667,36.763794,21819300
2019-09-25,39.490002,39.573334,39.270000,39.490002,36.785526,13840800
2019-09-26,39.599998,39.849998,39.396667,39.433334,36.732738,11960700
2019-09-27,39.736668,39.743332,39.250000,39.483334,36.779305,10304100
2019-09-30,39.556667,39.813332,39.520000,39.560001,36.850727,10204200
2019-10-01,39.616669,39.703335,39.240002,39.283333,36.593006,11187900
2019-10-02,39.133331,39.183334,38.536667,38.706669,36.055840,17833500
2019-10-03,38.626667,38.933334,38.193333,38.770000,36.114838,15619500
2019-10-04,38.799999,39.433334,38.730000,39.386665,36.689270,13881000
2019-10-07,39.366669,39.433334,38.959999,39.076668,36.400497,14085000
