TensorFlow,PyTorch
75.46890258789062,82.5285873413086
40.527950286865234,47.451236724853516
77.09675598144531,84.15245056152344
61.323604583740234,80.79808807373047
56.60274887084961,54.64574432373047
68.86055755615234,75.02737426757812
34.017093658447266,30.342426300048828
110.95193481445312,157.7302703857422
34.16584777832031,25.28769302368164
39.850807189941406,40.768104553222656
89.55536651611328,93.43096923828125
34.890296936035156,31.896106719970703
53.989505767822266,52.36729431152344
53.38235855102539,68.30005645751953
32.822105407714844,29.155227661132812
52.443214416503906,65.9100112915039
52.218536376953125,48.65271759033203
34.97760772705078,30.98452377319336
48.37284469604492,48.433799743652344
51.56028366088867,62.507652282714844
34.26393127441406,33.847251892089844
54.47770309448242,71.3307876586914
74.54966735839844,103.58007049560547
33.43262481689453,29.25253677368164
69.70378112792969,96.4738540649414
61.8425407409668,70.5815200805664
69.37908935546875,72.38089752197266
75.24420166015625,81.48638916015625
60.71348190307617,81.72296142578125
61.25465393066406,63.56531524658203
38.99333572387695,39.11395263671875
36.01955032348633,34.44223403930664
61.19715118408203,82.5633773803711
35.445560455322266,36.83479309082031
66.1624526977539,90.51886749267578
33.44254684448242,32.559879302978516
59.938106536865234,79.87938690185547
46.13983917236328,55.99555969238281
40.43612289428711,40.3056640625
76.39102172851562,107.3171615600586
69.54051971435547,94.36463928222656
111.36692810058594,113.00322723388672
34.433372497558594,30.80480194091797
66.24861145019531,67.99645233154297
52.24094009399414,67.11209106445312
78.78430938720703,84.98075103759766
35.74855422973633,31.452789306640625
39.70347595214844,33.779693603515625
62.564937591552734,60.88182067871094
63.63746643066406,66.3753890991211
80.14283752441406,112.32743072509766
57.479942321777344,76.3071517944336
79.26741790771484,86.19087982177734
53.453826904296875,68.8898696899414
58.23625564575195,68.32239532470703
127.67727661132812,182.6660919189453
84.0807876586914,117.39490509033203
44.36600875854492,45.166114807128906
62.41805648803711,84.29261016845703
47.15438461303711,45.27696228027344
95.21987915039062,100.25292205810547
85.775634765625,89.78141784667969
43.08198928833008,44.50532913208008
40.08702087402344,47.359283447265625
64.51586151123047,87.57703399658203
42.95145797729492,42.18157196044922
44.37943649291992,45.15099334716797
126.97442626953125,182.66163635253906
78.23849487304688,84.1674575805664
42.437164306640625,45.06987380981445
98.1427230834961,103.29461669921875
69.45984649658203,95.72489166259766
80.47062683105469,111.1978530883789
36.36298751831055,37.68500900268555
78.9712905883789,85.6994400024414
83.13504028320312,85.1264419555664
37.072940826416016,35.949256896972656
48.2285041809082,48.29486083984375
97.9689712524414,102.94922637939453
68.13734436035156,72.2589340209961
57.789955139160156,74.6720962524414
34.95466232299805,32.75041961669922
35.89804458618164,41.20159912109375
82.20982360839844,114.77222442626953
33.5217170715332,29.795406341552734
68.09103393554688,71.93595886230469
37.332115173339844,32.354393005371094
93.79946899414062,132.90074157714844
79.47906494140625,109.37812042236328
39.9394416809082,37.09648895263672
40.85859298706055,27.534076690673828
35.2678337097168,31.649822235107422
46.151824951171875,56.88077163696289
61.342586517333984,80.5613784790039
38.10769271850586,36.95493698120117
41.24824142456055,44.455570220947266
35.48868179321289,31.69647979736328
35.06991958618164,34.735862731933594
57.455711364746094,76.39991760253906
36.346195220947266,38.543766021728516
86.58709716796875,92.64972686767578
37.302574157714844,26.194725036621094
64.79446411132812,67.2140121459961
84.41473388671875,90.14102172851562
87.10208129882812,92.9420394897461
48.48125457763672,35.49773406982422
117.95573425292969,168.60403442382812
33.789249420166016,29.8316650390625
66.16838073730469,68.68102264404297
72.8597412109375,79.30048370361328
61.90628433227539,63.59646224975586
33.51417922973633,28.294879913330078
36.85603713989258,39.844635009765625
83.1793441772461,82.64774322509766
69.27095031738281,74.2352523803711
71.30686950683594,75.82699584960938
75.33792114257812,80.06505584716797
33.99102020263672,29.795940399169922
123.99674987792969,176.31051635742188
88.04826354980469,92.3352279663086
74.52571105957031,76.9588851928711
54.699642181396484,71.91304016113281
40.95332717895508,36.481605529785156
65.88606262207031,71.42891693115234
75.81876373291016,104.8467788696289
32.39928436279297,28.301727294921875
39.99352264404297,39.021183013916016
79.06257629394531,85.36457061767578
51.42691421508789,63.9610595703125
76.63072967529297,81.66474151611328
56.18009567260742,58.38929748535156
95.74160766601562,134.32421875
128.0772705078125,181.99224853515625
64.99175262451172,88.51973724365234
70.42111206054688,76.26168823242188
64.79895782470703,89.2219467163086
47.976924896240234,58.70426559448242
46.315635681152344,52.50983810424805
84.07656860351562,118.426513671875
80.35565185546875,85.2162857055664
45.6020622253418,54.57129669189453
81.08305358886719,111.47953033447266
58.17442321777344,78.09917449951172
52.71552276611328,67.86480712890625
68.20087432861328,93.94966888427734
83.72815704345703,116.96585083007812
59.437320709228516,79.03437042236328
35.29945373535156,31.238754272460938
38.492271423339844,38.3154411315918
53.92488098144531,69.14286041259766
35.801822662353516,37.104339599609375
64.30654907226562,67.11620330810547
93.70143127441406,131.93182373046875
81.96745300292969,87.9492416381836
73.61505126953125,99.85610961914062
33.715824127197266,31.116222381591797
79.77549743652344,85.90908813476562
70.80941009521484,76.5257339477539
56.5081672668457,72.21312713623047
74.4736328125,101.86103057861328
90.83570861816406,79.98907470703125
48.09721755981445,47.2557258605957
33.97468185424805,31.005157470703125
61.68492889404297,82.62995910644531
71.45289611816406,74.42224884033203
71.4324722290039,95.92203521728516
95.53849792480469,81.89828491210938
33.167964935302734,25.839611053466797
33.198265075683594,31.46194076538086
60.89164352416992,63.996620178222656
68.74053192138672,94.38117218017578
40.0875358581543,45.467803955078125
62.662147521972656,83.56151580810547
60.3690071105957,81.02444458007812
46.90654373168945,53.95861053466797
122.05525207519531,174.28012084960938
35.174251556396484,25.31496810913086
35.14030838012695,34.62025451660156
60.48783493041992,81.80733489990234
40.28330993652344,38.49181365966797
33.717002868652344,29.5673828125
80.336181640625,82.06903839111328
61.640602111816406,65.02717590332031
35.726436614990234,38.11536407470703
69.14427947998047,94.67689514160156
70.24668884277344,95.82291412353516
45.59822082519531,42.85868453979492
42.63823318481445,40.30138397216797
39.656246185302734,38.558250427246094
73.86692810058594,102.5666275024414
80.90834045410156,112.71282958984375
36.453182220458984,37.88849639892578
39.858978271484375,40.54247283935547
62.20708465576172,64.7331771850586
47.42133712768555,46.77867889404297
81.39946746826172,112.98995208740234
32.47868728637695,27.629501342773438
84.84029388427734,92.10576629638672
65.16007232666016,67.95159149169922
77.91390228271484,107.29997253417969
79.9469223022461,111.41227722167969
40.04362106323242,41.29713821411133
61.42551803588867,65.0976333618164
64.5831298828125,66.51651763916016
69.52943420410156,73.33644104003906
71.21990966796875,97.877685546875
41.313209533691406,44.562660217285156
86.06183624267578,119.51309967041016
44.18559646606445,37.530601501464844
68.96654510498047,71.7463607788086
61.62385177612305,64.46894073486328
36.662906646728516,34.672603607177734
57.756404876708984,76.72562408447266
57.66646957397461,67.5256118774414
34.708290100097656,30.71141815185547
69.07732391357422,74.00367736816406
56.302589416503906,57.36237335205078
62.060367584228516,83.31305694580078
86.65209197998047,121.80663299560547
46.89858627319336,46.89567947387695
33.939632415771484,30.36629867553711
42.552974700927734,39.38951873779297
127.93492126464844,183.03831481933594
67.81365966796875,70.6133804321289
71.77949523925781,74.67231750488281
69.05022430419922,95.4175033569336
76.12626647949219,106.1618881225586
60.74653244018555,82.80049896240234
34.12705993652344,33.27456283569336
63.858951568603516,85.49498748779297
55.579551696777344,71.54347229003906
