sk-learn,numpy
547.4650270014388,547.4650269963205
286.1889950014776,286.18899499642026
6530.140137000854,6530.140136995034
3985.0808110001253,3985.0808109955947
606.1660160014742,606.1660159963386
6735.015072765144,6735.015072760114
241.11200000147815,241.1119999964218
1281.0799560014389,1281.0799559961938
3820.719971000721,3820.7199709956694
451.9379880014666,451.9379879963997
9522.981444996858,9522.98144499422
473.46398900145977,473.46398899638257
4087.066162000102,4087.0661619956277
917.5859990014637,917.5859989962786
11112.700195000385,11112.70019499459
5623.540039000954,5623.540038995239
705.0540160014723,705.0540159963099
8368.830078000625,8368.830077994546
10565.493163999316,10565.493163994077
6842.427733997166,6842.427733994938
665.1229860014645,665.1229859963261
16099.799804999782,16099.79980499419
4228.75000000114,4228.749999995321
10787.618163998852,10787.618163994024
59893.45312499491,59893.4531249826
48824.425780988066,48824.42578098313
6249.180176000783,6249.180175995111
432.1520080014728,432.15200799638484
8151.500487999935,8151.500487994615
7418.490234001011,7418.49023399478
16477.599608999473,16477.5996089922
417.1770020014739,417.1770019963828
2173.399902001235,2173.399901996059
58918.83203099317,58918.83203098324
4106.660156000249,4106.660155995537
10353.30273399901,10353.302733993962
433.43798800147675,433.43798799637796
8504.889648000617,8504.88964799462
3843.520020000933,3843.5200199956807
14606.49999999992,14606.499999992577
11747.022460998392,11747.022460994203
9119.009766000503,9119.009765994386
27362.43749999575,27362.437499990756
6305.799805000839,6305.799804994801
609.2410280014694,609.2410279963393
2552.449951001292,2552.449950995986
48378.98828099546,48378.988280984966
1117.4399410014632,1117.439940996227
7895.959961000497,7895.95996099467
10848.830077998891,10848.83007799413
6676.750000000897,6676.749999995087
10399.668944999308,10399.668944994375
8801.03808599387,8801.0380859952
423.56100500147494,423.5610049964182
9342.527343998167,9342.527343994343
247.2720030014777,247.27200299642377
7410.656737999147,7410.656737994855
243.93100000147842,243.9309999964227
245.59500100147554,245.595000996409
7096.279785000889,7096.279784995006
237.09599300147872,237.09599299642335
7176.414550995885,7176.414550994803
8071.259766000938,8071.259765994618
237.28300500147822,237.2830049964232
3629.7875980007293,3629.7875979956607
6351.799805000965,6351.799804995068
3521.0607910008384,3521.060790995708
3682.8400880013824,3682.840087995575
4005.52661100049,4005.526610995608
2958.1101070012587,2958.110106995836
1267.1199950014634,1267.1199949962017
57805.1210939943,57805.12109398497
606.5900270014699,606.5900269963387
3342.469971001294,3342.469970995695
6377.779785001,6377.779784995042
436.57199100147415,436.57199099637654
449.4249880014719,449.42498799638037
233.51300000147657,233.51299999642657
19625.835937995445,19625.835937993026
6429.8417969967895,6429.841796995381
285.2179870014778,285.2179869964149
711.6190190014713,711.6190189963187
236.9290010014775,236.92900099642415
7550.900878997099,7550.90087899486
1211.6700440014463,1211.6700439962126
236.46200600147844,236.46200599642523
702.0310060014704,702.0310059963193
447.61099200147646,447.6109919963718
2372.5600590013396,2372.5600589958576
240.34800700147719,240.34800699642588
3761.557129000338,3761.5571289955806
