TensorFlow,PyTorch
38380.015625,40527.1484375
10055.51171875,10376.8251953125
21511.40234375,23086.853515625
16596.99609375,17673.81640625
32700.375,34679.0625
17126.595703125,18455.765625
22099.861328125,23235.40234375
5057.13525390625,5373.71337890625
242.14358520507812,175.47442626953125
21060.7109375,22033.421875
40361.3515625,42997.53125
33448.04296875,35157.81640625
2209.243408203125,1254.42822265625
165676.890625,176630.25
13914.021484375,14601.353515625
83209.390625,88777.3046875
31971.361328125,33884.8984375
12345.4677734375,13133.3095703125
11163.07421875,11549.9228515625
24258.267578125,25659.46484375
35933.28125,38512.15625
2602.533203125,2302.968505859375
16984.57421875,17934.33984375
13519.4970703125,13762.806640625
5276.8271484375,4828.92529296875
398400.21875,425265.625
22451.33203125,23252.068359375
845.6205444335938,311.660888671875
31465.65625,33522.06640625
76.62934875488281,76.0700454711914
36405.0,38295.43359375
30665.8828125,32495.8046875
178112.734375,193230.0
48192.4296875,51094.609375
26352.96875,28600.927734375
30976.8515625,33043.29296875
57631.43359375,61328.859375
23726.056640625,25322.3203125
147945.828125,160423.15625
17735.966796875,18593.458984375
21971.51953125,23268.00390625
17417.068359375,18027.859375
19776.029296875,20970.783203125
15668.4912109375,16508.77734375
74423.703125,78014.4296875
28509.87109375,30539.09375
12479.7392578125,12624.505859375
10628.23046875,11199.55078125
47911.59375,51197.0
32131.919921875,34108.5703125
22661.34375,24330.681640625
43943.6484375,46901.3125
45876.09765625,48478.05078125
5021.5634765625,4748.62890625
28621.39453125,30701.841796875
24889.5625,26647.26953125
44717.0546875,47653.203125
11038.220703125,11310.2490234375
5747.3759765625,5946.08447265625
21900.697265625,23093.3046875
22042.609375,23203.05078125
22405.0546875,23692.05078125
40179.80078125,43136.88671875
88115.2890625,95542.8046875
38154.96484375,40472.890625
14083.7529296875,14820.736328125
35001.48828125,36513.046875
32997.171875,34859.28125
30357.923828125,32091.88671875
76.62934875488281,76.0700454711914
27949.576171875,29786.6484375
31156.93359375,33079.78125
40022.32421875,42637.453125
18368.52734375,4436.890625
46941.92578125,49299.16796875
19901.6640625,20691.703125
33224.4296875,35306.3984375
36469.48828125,38947.09765625
203219.953125,218005.3125
62640.4296875,66428.53125
28964.53125,30694.87890625
139958.890625,146696.5625
33924.44921875,36151.11328125
5345.74365234375,5594.79052734375
17147.51953125,17878.166015625
127249.5234375,134395.5625
35544.41796875,37720.85546875
11859.0380859375,12308.0234375
15489.37109375,16717.978515625
171017.96875,179834.625
7630.18017578125,7740.54345703125
11138.6142578125,11758.296875
12509.6357421875,13097.98046875
17831.03515625,18260.15234375
25789.49609375,26768.0546875
37229.42578125,39375.125
22205.296875,23595.38671875
20761.853515625,21771.24609375
67257.90625,70617.0703125
20665.814453125,21907.9375
314490.375,331650.9375
24359.40625,25800.73828125
68880.1015625,73331.6796875
6517.35302734375,6736.24072265625
30913.095703125,32628.3984375
203644.40625,223260.625
30345.361328125,31901.419921875
4589.2119140625,4699.5341796875
37972.0625,40490.109375
20083.455078125,21524.130859375
11932.81640625,12530.95703125
33526.15234375,35615.1328125
41478.16015625,43838.984375
23945.76171875,24695.2109375
19773.423828125,20715.828125
19982.5703125,21565.8359375
13136.8603515625,13440.25
15377.083984375,15781.423828125
39980.9609375,42539.09765625
25643.6015625,27098.4296875
1084.7044677734375,526.5865478515625
89686.7109375,94778.171875
143566.375,150175.15625
63088.16796875,67419.1953125
29640.890625,31210.62890625
107198.65625,112961.8046875
14644.9228515625,15251.1494140625
741186.875,788188.5625
32351.740234375,34425.93359375
27205.115234375,28452.53515625
32094.626953125,34066.140625
33583.9375,35633.4296875
43352.22265625,46163.90234375
280622.78125,299865.9375
8169.29833984375,8625.4375
23020.064453125,24441.123046875
64586.4453125,68328.3203125
74060.078125,77776.8984375
434.08514404296875,170.59976196289062
14389.310546875,14521.92578125
24034.91796875,25603.119140625
18270.28515625,19289.59765625
50828.9765625,53730.2421875
24079.96875,25505.6484375
35527.94140625,37968.2421875
50813.14453125,54027.390625
7533.74560546875,8344.279296875
11079.3349609375,11595.65234375
35133.8671875,37206.8046875
7530.2421875,8017.185546875
8143.5908203125,8559.365234375
24645.451171875,26057.98046875
21869.384765625,23194.51953125
20042.826171875,21144.54296875
12583.4404296875,13253.3427734375
42419.42578125,45028.4921875
20072.001953125,21111.705078125
21197.158203125,22480.7890625
21705.419921875,22987.220703125
30969.9453125,32689.19140625
19341.83203125,20792.216796875
16409.27734375,17272.841796875
36192.7890625,38539.1640625
76.62934875488281,76.0700454711914
42163.4765625,44489.453125
6551.1123046875,7601.77880859375
27580.5,29075.861328125
155489.375,166715.5
21968.224609375,22705.3828125
13582.291015625,14490.39453125
22600.65234375,24025.21484375
21838.541015625,23055.0234375
10852.0751953125,11426.173828125
10025.6552734375,10718.5
24876.38671875,26272.76171875
99.96453094482422,98.89175415039062
18488.173828125,19817.5234375
54411.109375,58447.3359375
7406.09375,7384.69482421875
67628.46875,73022.078125
29413.015625,31432.41015625
31732.705078125,33610.70703125
8016.43603515625,8181.66845703125
31831.8828125,33466.234375
76.62934875488281,76.0700454711914
19892.802734375,21427.26171875
28602.294921875,30250.955078125
341190.03125,363269.8125
27658.60546875,29423.873046875
19581.365234375,20442.369140625
170507.46875,177480.6875
16480.05078125,17184.359375
25620.6171875,27159.94921875
15939.6845703125,17245.0
18217.431640625,19082.8828125
106770.5390625,114019.0703125
22633.349609375,24029.59765625
20880.814453125,21912.017578125
47192.49609375,50296.8046875
76.62934875488281,76.0700454711914
76.62934875488281,76.0700454711914
19966.107421875,21173.67578125
42720.51171875,45432.953125
12338.5361328125,12750.044921875
76.62934875488281,76.0700454711914
17425.640625,18219.060546875
14729.2763671875,15427.11328125
15829.0283203125,17119.505859375
26947.25390625,28396.83203125
8232.7998046875,8333.83984375
18952.5078125,20086.234375
15421.2705078125,16489.7109375
65877.515625,69901.109375
8475.205078125,8228.46484375
29045.515625,31265.166015625
7406.326171875,7293.75048828125
113082.1171875,118566.3984375
3541.989013671875,3215.750732421875
22288.568359375,23556.201171875
25215.5,26378.73828125
43946.8203125,46647.50390625
28114.515625,29953.97265625
31967.65625,33872.0078125
24650.697265625,26036.40234375
17000.87890625,18385.822265625
40564.12109375,42914.00390625
21073.060546875,22311.99609375
16762.783203125,17389.986328125
18975.939453125,19757.482421875
15249.7958984375,16179.185546875
30784.791015625,32959.8671875
28786.59765625,30689.650390625
3620.81494140625,3556.92431640625
24981.27734375,26688.546875
35682.8046875,38271.0859375
22596.732421875,23927.81640625
27828.53125,29994.146484375
27933.111328125,29196.470703125
5368.24072265625,5670.4990234375
78933.484375,83637.1953125
22926.373046875,24183.0078125
20190.96875,21199.728515625
76.62934875488281,76.0700454711914
33269.62890625,34793.53125
76.62934875488281,76.0700454711914
23274.931640625,24117.51953125
15339.7099609375,16553.169921875
35400.171875,37860.609375
22277.603515625,23735.87890625
11847.7158203125,12128.05859375
24559.900390625,25917.384765625
36955.99609375,39679.625
9585.744140625,9922.05859375
6451.9560546875,6464.58544921875
18068.859375,19287.74609375
25398.380859375,26864.046875
38724.015625,40642.4765625
33917.09765625,36058.59375
35747.03125,37853.49609375
7797.064453125,7956.11865234375
47227.16796875,50019.8125
23616.71484375,24975.9453125
98200.5703125,103780.046875
170285.671875,180510.78125
14096.3154296875,14898.2900390625
32986.67578125,35000.5234375
17654.79296875,18284.4140625
36477.21875,38943.7109375
24971.755859375,26316.94921875
36541.25,39375.12890625
23714.046875,25014.89453125
8363.3134765625,8737.080078125
33577.43359375,35275.578125
70410.2578125,74594.6171875
3567.041748046875,3565.957275390625
27537.7890625,28870.349609375
27335.158203125,28795.216796875
10273.1708984375,10505.076171875
38129.91796875,40397.92578125
9407.361328125,9721.7890625
14704.6845703125,15280.0947265625
11614.21875,12282.4267578125
5808.56005859375,6065.46826171875
54664.8671875,58197.78125
14109.1796875,14994.728515625
29910.212890625,31881.77734375
4043.7802734375,3453.761474609375
69648.4296875,73076.8515625
52807.0546875,55967.5078125
8046.36767578125,8467.896484375
68276.03125,72305.0390625
9840.921875,10560.6220703125
15936.662109375,17018.875
61942.46484375,64908.0625
23817.57421875,25004.892578125
34040.5703125,35783.17578125
140608.234375,149279.59375
7010.89404296875,7417.87646484375
41910.02734375,44537.203125
11240.66796875,11555.5830078125
88668.6640625,93024.0390625
60136.8515625,63653.88671875
241533.859375,261816.953125
31072.998046875,32552.4375
19176.34375,20650.091796875
34014.375,35806.375
51621.64453125,55834.37890625
32712.2890625,34633.4375
34248.9296875,36005.984375
23532.28515625,24807.859375
25235.76953125,26579.869140625
271726.09375,281930.8125
22463.02734375,23644.8125
35052.62109375,37091.3359375
832112.8125,865454.8125
25387.83984375,27110.80859375
76.62934875488281,76.0700454711914
15914.3818359375,16455.03515625
76.62934875488281,76.0700454711914
36460.25,38699.640625
230956.703125,244146.765625
58512.3828125,62058.109375
17820.923828125,19386.453125
25853.18359375,27225.03125
12420.74609375,13279.359375
24962.404296875,26588.4453125
31048.91796875,32807.4140625
34079.03515625,36466.3515625
29843.8046875,31779.34765625
71943.21875,76581.2109375
2062.054443359375,1643.5277099609375
21758.748046875,22979.904296875
202454.140625,215562.875
18943.7890625,20017.95703125
15099.09375,15659.359375
52615.3515625,55617.38671875
37597.67578125,39720.859375
10856.6484375,10867.833984375
17589.3828125,18281.056640625
71464.25,76409.453125
49250.26953125,52154.046875
31353.529296875,33281.6796875
42375.44140625,45017.2265625
1194.57373046875,737.0355224609375
311244.21875,331058.4375
19963.87109375,21061.6640625
54640.51171875,58017.4140625
35191.703125,37421.203125
37095.734375,39494.1875
14763.40234375,15091.70703125
39282.4609375,41182.390625
66648.4296875,70284.3515625
33630.0546875,35941.8515625
39859.57421875,42297.83984375
21326.6015625,22695.365234375
29024.6640625,30777.423828125
237792.390625,253821.8125
33778.0703125,35790.15234375
23164.119140625,24234.8046875
7667.5869140625,8051.96728515625
73671.5859375,77003.3203125
41055.90625,43376.1171875
19979.21875,21273.712890625
76.62934875488281,76.0700454711914
23216.8671875,24883.15234375
35678.203125,37832.765625
2749.87548828125,2245.796142578125
13154.763671875,13576.5986328125
11728.3193359375,11834.720703125
40535.97265625,42847.5625
61175.87890625,64813.3359375
